SN,MID_WID,SAP_New_Code,Nodal
7040,1191440_602224,9200004450,Advance
7041,1191440_602226,9200004451,Advance
7042,1191440_602247,9200004452,Advance
7043,1191121_601349,9200004388,9200004388
7044,1191121_601350,9200004389,9200004389
7045,1191121_601351,9200004390,9200004390
7046,1191121_601352,9200004391,9200004391
7047,1191121_601353,9200004392,9200004392
7048,1191121_601354,9200004393,9200004393
7049,1191121_601355,9200004394,9200004394
7050,1191121_601356,9200004395,9200004395
7051,1191121_601357,9200004396,9200004396
7052,1191121_601358,9200004397,9200004397
7053,1191121_601359,9200004398,9200004398
7054,1191121_601360,9200004399,9200004399
7055,1191121_601361,9200004400,9200004400
7056,1191121_601362,9200004401,9200004401
7057,1191121_601363,9200004402,9200004402
7058,1191121_601364,9200004403,9200004403
7059,1191121_601365,9200004404,9200004404
7060,1191121_601366,9200004405,9200004405
7061,1191121_601367,9200004406,9200004406
7062,1191252_601644,9200004407,9200004407
7063,1191252_601645,9200004408,9200004408
7064,1191252_601646,9200004409,9200004409
7065,1191252_601647,9200004410,9200004410
7066,1191252_601648,9200004411,9200004411
7067,1191252_601649,9200004412,9200004412
7068,1191252_601690,9200004413,9200004413
7069,1191252_601691,9200004414,9200004414
7070,1191252_601692,9200004415,9200004415
7071,1191252_601693,9200004416,9200004416
7072,1191252_601694,9200004417,9200004417
7073,1191252_601695,9200004418,9200004418
7074,1191252_601696,9200004419,9200004419
7075,1191252_601697,9200004420,9200004420
7076,1191252_601698,9200004421,9200004421
7077,1186639_600687,9200004460,9200004460
7078,1186639_600688,9200004461,9200004461
7079,1186639_600689,9200004462,9200004462
7080,1190864_600877,9200004467,9200004467
7081,1190983_601212,9200004469,9200004469
7082,1190864_601237,9200004468,9200004468
7083,1191124_601334,9200004471,9200004471
7084,1191097_601374,9200004470,9200004470
7085,1191145_601436,9200004472,9200004472
7086,1191145_601437,9200004473,9200004473
7087,1191224_601591,9200004476,9200004476
7088,1180522_601595,9200004455,9200004455
7089,1185767_601683,9200004459,9200004459
7090,1191275_601715,9200004477,9200004477
7091,1191275_601716,9200004478,9200004478
7092,1191275_601776,9200004480,9200004480
7093,1191275_601717,9200004479,9200004479
7094,1183175_601866,9200004456,9200004456
7095,1183175_601867,9200004457,9200004457
7096,1183175_601868,9200004458,9200004458
7097,1191211_601904,9200004475,9200004475
7098,1191192_601943,9200004474,9200004474
7099,1191323_602013,9200004481,9200004481
7100,1191323_602014,9200004482,#REF!
7101,1191323_602017,9200004483,9200004483
7102,1191323_602018,9200004484,9200004484
7103,1191323_602019,9200004485,9200004485
7104,1191323_602020,9200004486,9200004486
7105,1178847_602045,9200004454,9200004454
7106,1174464_602044,9200004453,9200004453
7107,1191530_602230,9200004487,9200004487
7108,1191600_602264,9200004488,9200004488
7109,1191600_602265,9200004489,9200004489
7110,1191600_602266,9200004490,9200004490
7111,1191600_602267,9200004491,9200004491
7112,1191600_602268,9200004492,9200004492
7113,1191600_602269,9200004493,9200004493
7114,1190452_602787,9200004463,9200004463
7115,1191252_601635,9200004509,9200004509
7116,1191252_601636,9200004510,9200004510
7117,1191252_601637,9200004511,9200004511
7118,1191252_601638,9200004512,9200004512
7119,1191252_601639,9200004513,9200004513
7120,1191252_601640,9200004514,9200004514
7121,1191252_601641,9200004515,9200004515
7122,1191252_601642,9200004516,9200004516
7123,1191252_601643,9200004517,9200004517
7124,1179505_595917,9200004535,9200004535
7125,1179505_595909,9200004534,9200004534
7126,1192306_603181,9200004604,9200004604
7127,1184159_603091,9200004596,9200004596
7128,1190417_604216,9200004734,9200004734
7129,1190417_604217,9200004735,9200004735
7130,1177707_604432,9200004731,#REF!
7131,1189565_604577,9200004732,9200004732
7132,1189565_604578,9200004733,9200004733
7133,1185927_591456,9200004764,9200004764
7134,1192163_602885,9200004800,9200004800
7135,1192163_602943,9200004801,9200004801
7136,1190098_599569,9200004798,#REF!
7137,1190098_601930,9200004799,#REF!
7138,1182743_605931,9200004795,9200004795
7139,1189573_605932,9200004818,9200004818
7140,1189573_605933,9200004819,9200004819
7141,1189573_598647,9200004815,9200004815
7142,1189573_598648,9200004816,9200004816
7143,1189573_598649,9200004817,9200004817
7144,1191041_601121,9200004822,9200004822
7145,1191041_601164,9200004823,9200004823
7146,1191041_606219,9200004824,9200004824
7147,1191041_606220,9200004825,9200004825
7148,1189591_598636,9200004820,9200004820
7149,1189591_618365,9200004821,9200004821
7150,1193787_604918,9200004830,9200004830
7151,1193787_604919,9200004831,9200004831
7152,1190330_599877,9200004937,9200004937
7153,1194542_606251,9200004939,9200004939
7154,1194542_606265,9200004940,9200004940
7155,1194582_613323,9200004941,9200004941
7156,1194582_613324,9200004942,9200004942
7157,1194582_613325,9200004943,9200004943
7158,1194582_613326,9200004944,9200004944
7159,1187214_623554,9200004935,9200004935
7160,1187214_594092,9200004934,9200004934
7161,1211649_623591,9200004947,9200004947
7162,1211649_623592,9200004948,9200004948
7163,1211649_623581,9200004945,9200004945
7164,1211649_623590,9200004946,9200004946
7165,1211899_624009,9200004994,9200004994
7166,1211899_624010,9200004995,9200004995
7167,1211899_624011,9200004996,9200004996
7168,1211899_624012,9200004997,9200004997
7169,1211899_624013,9200004998,9200004998
7170,1189603_598671,9200004993,9200004993
7171,1192306_603113,9200005170,9200005170
7172,1201769_618438,9200005171,9200005171
7173,1201769_628373,9200005172,9200005172
7174,1201769_628374,9200005173,9200005173
7175,1211931_624368,9200005178,9200005178
7176,1211931_624369,9200005179,9200005179
7177,1211931_624370,9200005180,9200005180
7178,1211931_624371,9200005181,9200005181
7179,1211898_628304,9200005175,9200005175
7180,1211898_628306,9200005176,9200005176
7181,1183834_588267,9200005166,9200005166
7182,1183834_628337,9200005167,9200005167
7183,1191440_628792,9200005169,Advance
7184,1216147_629204,9200005189,9200005189
7185,1216147_629205,9200005190,9200005190
7186,1191252_629371,9200005168,9200005168
7187,1178328_578913,9200005163,9200005163
7188,1178328_578915,9200005164,9200005164
7189,1178328_628361,9200005165,9200005165
7190,1181484_595883,9200005226,PFC
7191,1181484_584657,9200005217,PFC
7192,1181484_596874,9200005227,PFC
7193,1181484_584936,9200005221,PFC
7194,1181484_588172,9200005222,PFC
7195,1181484_596877,9200005229,PFC
7196,1181484_584675,9200005218,PFC
7197,1181484_592745,9200005224,PFC
7198,1181484_595850,9200005225,PFC
7199,1181484_592744,9200005223,PFC
7200,1181484_596876,9200005228,PFC
7201,1181484_584767,9200005219,PFC
7202,1181484_584652,9200005215,PFC
7203,1181484_584655,9200005216,PFC
7204,1181484_596880,9200005230,PFC
7205,1181484_584771,9200005220,PFC
7206,1215441_628314,9200005334,9200005334
7207,1215441_628315,9200005335,9200005335
7208,1186130_630727,9200005360,9200005360
7209,1186130_630725,9200005358,9200005358
7210,1186130_592187,9200005357,9200005357
7211,1186130_630726,9200005359,9200005359
7212,1186130_630728,9200005361,9200005361
7213,1216149_629166,9200005633,9200005633
7214,1216381_630192,9200005636,9200005636
7215,1193401_630440,9200005632,9200005632
7216,1183175_631058,9200005625,9200005625
7217,1191440_631155,9200005628,Advance
7218,1183175_633943,9200005626,9200005626
7219,1183175_633944,9200005627,9200005627
7220,1217169_634094,9200005643,9200005643
7221,1217169_634104,9200005644,9200005644
7222,1217169_634105,9200005645,9200005645
7223,1217169_634130,9200005646,#REF!
7224,1217169_634138,9200005647,9200005647
7225,1217123_634529,9200005641,9200005641
7226,1191440_634602,9200005629,Advance
7227,1191440_634603,9200005630,Advance
7228,1193401_605122,9200005631,9200005631
7229,1217123_634668,9200005642,9200005642
7230,1216381_630191,9200005635,9200005635
7231,1216149_629167,9200005634,9200005634
7232,1216791_630966,9200005639,9200005639
7233,1216791_630967,9200005640,9200005640
7234,1175004_634605,9200005624,9200005624
7235,1189095_597574,9200005803,9200005803
7236,1190901_600926,9200005961,9200005961
7237,1190901_600897,9200005960,9200005960
7238,1190901_606197,9200005962,9200005962
7239,1183175_635309,9200005956,9200005956
7240,1183175_635310,9200005957,9200005957
7241,1183175_635311,9200005958,9200005958
7242,1183175_635312,9200005959,9200005959
7243,1172801_635610,9200006193,9200006193
7244,1172801_635612,9200006195,9200006195
7245,1172801_635630,9200006198,9200006198
7246,1172801_635672,9200006199,9200006199
7247,1172801_635756,9200006204,9200006204
7248,1172801_635673,9200006200,9200006200
7249,1172801_635757,9200006205,9200006205
7250,1172801_635674,9200006201,9200006201
7251,1172801_635675,9200006202,9200006202
7252,1172801_635676,9200006203,9200006203
7253,1172801_634901,9200006182,9200006182
7254,1172801_634902,9200006183,9200006183
7255,1172801_634903,9200006184,9200006184
7256,1172801_635108,9200006185,9200006185
7257,1172801_635109,9200006186,9200006186
7258,1172801_635110,9200006187,9200006187
7259,1172801_635112,9200006188,9200006188
7260,1172801_635113,9200006189,9200006189
7261,1172801_635115,9200006190,9200006190
7262,1172801_635116,9200006191,9200006191
7263,1172801_635117,9200006192,9200006192
7264,1172801_635611,9200006194,9200006194
7265,1172801_635613,9200006196,9200006196
7266,1172801_635614,9200006197,9200006197
7267,1183175_635627,9200006206,9200006206
7268,1183175_635628,9200006207,9200006207
7269,1183175_635629,9200006208,9200006208
7270,1183901_635351,9200006211,9200006211
7271,1183901_635352,9200006212,9200006212
7272,1183901_635353,9200006213,9200006213
7273,1183901_635354,9200006214,9200006214
7274,1183901_635355,9200006215,9200006215
7275,1183901_588471,9200006210,9200006210
7276,1183901_588356,9200006209,9200006209
7277,1189809_635229,9200006218,9200006218
7278,1189809_635230,9200006219,9200006219
7279,1189809_635231,9200006220,9200006220
7280,1189809_599059,9200006217,9200006217
7281,1193842_635356,9200006225,9200006225
7282,1193842_605605,9200006223,9200006223
7283,1193842_605183,9200006221,9200006221
7284,1193842_605184,9200006222,9200006222
7285,1193842_605789,9200006224,9200006224
7286,1217161_635357,9200006226,9200006226
7287,1217161_635358,9200006227,9200006227
7288,1220264_635173,9200006239,9200006239
7289,1220264_635174,9200006240,9200006240
7290,1220264_635284,9200006241,9200006241
7291,1220274_635242,9200006242,9200006242
7292,1220274_635365,9200006243,9200006243
7293,1220274_635366,9200006244,9200006244
7294,1220274_635367,9200006245,9200006245
7295,1220330_635272,9200006246,9200006246
7296,1220330_635280,9200006247,9200006247
7297,1186910_593511,9200006216,9200006216
7298,1190534_600260,9200006538,9200006538
7299,1186642_641284,9200006791,9200006791
7300,1186642_592881,9200006790,9200006790
7301,1222040_641763,9200006799,9200006799
7302,1222040_641764,9200006800,9200006800
7303,1222040_641765,9200006801,9200006801
7304,1222040_641762,9200006798,9200006798
7305,1224406_642152,9200006803,9200006803
7306,1224406_640895,9200006802,9200006802
7307,1201769_642320,9200006796,9200006796
7308,1183901_642321,9200006787,9200006787
7309,1183901_642322,9200006788,9200006788
7310,1201769_642621,9200006797,9200006797
7311,1183901_643712,9200006789,9200006789
7312,1191440_646549,9200006795,Advance
7313,1189882_647105,9200006794,9200006794
7314,1189882_599347,9200006793,9200006793
7315,1189882_599140,9200006792,9200006792
7316,1183901_646763,9200006979,9200006979
7317,1188383_643471,9200006980,9200006980
7318,1191252_648547,9200006981,9200006981
7319,1179888_649366,9200007190,9200007190
7320,1189776_599020,9200007191,9200007191
7321,1181484_584924,9200007283,PFC
7322,1181484_584920,9200007281,PFC
7323,1181484_584922,9200007282,PFC
7324,1181484_584624,9200007274,PFC
7325,1181484_584650,9200007277,PFC
7326,1181484_584651,9200007278,PFC
7327,1181484_584656,9200007280,PFC
7328,1181484_584653,9200007279,PFC
7329,1181484_584649,9200007276,PFC
7330,1181484_584647,9200007275,PFC
7331,1181484_588173,9200007285,PFC
7332,1181484_588169,9200007284,PFC
7333,1181484_588170,9200007252,PFC
7334,1181484_588175,9200007286,PFC
7335,1181484_595892,9200007288,PFC
7336,1181484_584357,9200007273,PFC
7337,1181484_595854,9200007287,PFC
7338,1181484_595890,9200007263,PFC
7339,1181484_595853,9200007262,PFC
7340,1181484_592746,9200007258,PFC
7341,1181484_592739,9200007253,PFC
7342,1181484_592740,9200007254,PFC
7343,1181484_592741,9200007255,PFC
7344,1181484_592743,9200007257,PFC
7345,1181484_592747,9200007259,PFC
7346,1181484_592742,9200007256,PFC
7347,1181484_584768,9200007249,PFC
7348,1181484_584766,9200007248,PFC
7349,1181484_584769,9200007250,PFC
7350,1181484_584770,9200007251,PFC
7351,1181484_584765,9200007247,PFC
7352,1181484_584685,9200007243,PFC
7353,1181484_584688,9200007246,PFC
7354,1181484_584686,9200007244,PFC
7355,1181484_584683,9200007241,PFC
7356,1181484_595851,9200007260,PFC
7357,1181484_596887,9200007271,PFC
7358,1181484_596888,9200007272,PFC
7359,1181484_595852,9200007261,PFC
7360,1181484_596882,9200007269,PFC
7361,1181484_596875,9200007266,PFC
7362,1181484_584501,9200007233,PFC
7363,1181484_596242,9200007265,PFC
7364,1181484_596881,9200007268,PFC
7365,1181484_584682,9200007240,PFC
7366,1181484_596884,9200007270,PFC
7367,1227463_646556,9200007363,9200007363
7368,1227463_646793,9200007365,9200007365
7369,1227463_646792,9200007364,9200007364
7370,1227226_646769,9200007360,9200007360
7371,1227226_646702,9200007359,9200007359
7372,1227237_645960,9200007362,9200007362
7373,1227237_645959,9200007361,9200007361
7374,1183901_652055,9200007350,9200007350
7375,1186453_652060,9200007353,#REF!
7376,1186453_593346,9200007351,9200007351
7377,1186453_593347,9200007352,9200007352
7378,1194000_652292,9200007355,9200007355
7379,1194000_640472,9200007354,9200007354
7380,1181484_595893,9200007264,PFC
7381,1181484_584678,9200007237,PFC
7382,1181484_584674,9200007235,PFC
7383,1181484_584676,9200007236,PFC
7384,1181484_584679,9200007238,PFC
7385,1181484_584672,9200007234,PFC
7386,1191192_601942,9200007367,9200007367
7387,1181484_584681,9200007239,PFC
7388,1181484_584684,9200007242,PFC
7389,1181484_584687,9200007245,PFC
7390,1181484_596878,9200007267,PFC
7391,1224206_652382,9200007661,9200007661
7392,1224206_640566,9200007660,9200007660
7393,1185121_652475,9200007652,9200007652
7394,1185121_590287,9200007650,9200007650
7395,1185121_590289,9200007651,9200007651
7396,1191440_653391,9200007659,Advance
7397,1191440_653390,9200007658,Advance
7398,1230021_652472,9200007667,9200007667
7399,1230021_652471,9200007666,9200007666
7400,1228845_652293,9200007663,9200007663
7401,1228845_648176,9200007662,9200007662
7402,1229807_652213,9200007664,9200007664
7403,1229807_652214,9200007665,9200007665
7404,1191097_601373,9200007655,9200007655
7405,1190864_600876,9200007654,9200007654
7406,1189859_599193,9200007653,9200007653
7407,1191323_602016,9200007657,9200007657
7408,1191323_602015,9200007656,9200007656
7409,1183526_587832,9200007649,9200007649
7410,1189642_598729,9200007696,9200007696
7411,1182759_586372,9200007690,9200007690
7412,1180522_600951,9200007688,9200007688
7413,1179680_581089,9200007687,9200007687
7414,1189642_598743,9200007697,9200007697
7415,1178847_582086,9200007685,9200007685
7416,1185767_591041,9200007693,9200007693
7417,1185864_600148,9200007694,9200007694
7418,1178847_597419,9200007686,9200007686
7419,1175740_578541,9200007684,9200007684
7420,1184048_628362,9200007691,9200007691
7421,1189565_598623,9200007695,9200007695
7422,1184048_628364,9200007692,9200007692
7423,1191530_602229,9200007700,9200007700
7424,1191530_602227,9200007699,9200007699
7425,1230756_653662,9200007766,9200007766
7426,1230756_653661,9200007765,9200007765
7427,1230871_653967,9200007767,9200007767
7428,1230871_653968,9200007768,9200007768
7429,1231281_654950,9200007770,9200007770
7430,1231281_654690,9200007769,9200007769
7431,1188346_596528,9200007764,9200007764
7432,1183175_587271,9200007763,9200007763
7433,1190455_600071,9200007777,9200007777
7434,1180522_582432,9200007772,9200007772
7435,1186786_593325,9200007775,9200007775
7436,1179315_580567,9200007771,PFC
7437,1185353_590498,9200007774,9200007774
7438,1183175_587272,9200007773,9200007773
7439,1188383_643470,9200007776,9200007776
7440,1182759_586564,9200007853,9200007853
7441,1182743_594603,9200007852,9200007852
7442,1182743_594602,9200007851,9200007851
7443,1182698_594604,9200007849,9200007849
7444,1182743_590101,9200007850,9200007850
7445,1229957_653169,9200007855,9200007855
7446,1216388_653648,9200007895,9200007895
7447,1216388_653647,9200007894,9200007894
7448,1216388_630127,9200007893,9200007893
7449,1188346_631408,9200007890,9200007890
7450,1190090_599566,9200007891,9200007891
7451,1174464_594486,9200007942,9200007942
7452,1174464_574198,9200007941,9200007941
7453,1174464_599226,9200007943,9200007943
7454,1181484_643010,9200007954,PFC
7455,1181484_643334,9200008025,PFC
7456,1181484_643011,9200007955,PFC
7457,1181484_643319,9200008010,PFC
7458,1181484_643012,9200007956,PFC
7459,1181484_643013,9200007957,PFC
7460,1181484_643014,9200007958,PFC
7461,1181484_643015,9200007959,PFC
7462,1181484_643016,9200007960,PFC
7463,1181484_643017,9200007961,PFC
7464,1181484_643018,9200007962,PFC
7465,1181484_643019,9200007963,PFC
7466,1181484_643020,9200007964,PFC
7467,1181484_643021,9200007965,PFC
7468,1181484_643335,9200008026,PFC
7469,1181484_643022,9200007966,PFC
7470,1181484_643023,9200007967,PFC
7471,1181484_643024,9200007968,PFC
7472,1181484_643025,9200007969,PFC
7473,1181484_643026,9200007970,PFC
7474,1181484_643027,9200007971,PFC
7475,1181484_643028,9200007972,PFC
7476,1181484_643029,9200007973,PFC
7477,1181484_643030,9200007974,PFC
7478,1181484_643031,9200007975,PFC
7479,1181484_643032,9200007976,PFC
7480,1181484_643033,9200007977,PFC
7481,1181484_643034,9200007978,PFC
7482,1181484_643035,9200007979,PFC
7483,1181484_643320,9200008011,PFC
7484,1181484_643321,9200008012,PFC
7485,1181484_643322,9200008013,PFC
7486,1181484_643323,9200008014,PFC
7487,1181484_643036,9200007980,PFC
7488,1181484_643037,9200007981,PFC
7489,1181484_643324,9200008015,PFC
7490,1181484_643325,9200008016,PFC
7491,1181484_643326,9200008017,PFC
7492,1181484_643327,9200008018,PFC
7493,1181484_643038,9200007982,PFC
7494,1181484_643328,9200008019,PFC
7495,1181484_643329,9200008020,PFC
7496,1181484_643330,9200008021,PFC
7497,1181484_643039,9200007983,PFC
7498,1181484_643331,9200008022,PFC
7499,1181484_643040,9200007984,PFC
7500,1181484_643332,9200008023,PFC
7501,1181484_643041,9200007985,PFC
7502,1181484_643333,9200008024,PFC
7503,1181484_643042,9200007986,PFC
7504,1181484_643043,9200007987,PFC
7505,1181484_643044,9200007988,PFC
7506,1181484_643045,9200007989,PFC
7507,1181484_643047,9200007990,PFC
7508,1181484_643048,9200007991,PFC
7509,1181484_643049,9200007992,PFC
7510,1181484_643050,9200007993,PFC
7511,1181484_643051,9200007994,PFC
7512,1181484_643052,9200007995,PFC
7513,1181484_643053,9200007996,PFC
7514,1181484_643054,9200007997,PFC
7515,1181484_643058,9200007998,PFC
7516,1181484_643059,9200007999,PFC
7517,1181484_643060,9200008000,PFC
7518,1181484_643061,9200008001,PFC
7519,1181484_643062,9200008002,PFC
7520,1181484_643063,9200008003,PFC
7521,1181484_643064,9200008004,PFC
7522,1181484_643065,9200008005,PFC
7523,1181484_643066,9200008006,PFC
7524,1181484_643067,9200008007,PFC
7525,1181484_643068,9200008008,PFC
7526,1181484_643069,9200008009,PFC
7527,1180109_581823,9200007953,9200007953
7528,1178063_658295,9200008081,9200008081
7529,1178063_580453,9200008080,9200008080
7530,1178063_578535,9200008079,9200008079
7531,1232452_657033,9200008086,9200008086
7532,1232452_657014,9200008085,9200008085
7533,1156994_658093,9200008078,9200008078
7534,1156994_599490,9200008076,9200008076
7535,1156994_599491,9200008077,9200008077
7536,1181484_643046,9200008082,PFC
7537,1184644_596993,9200008083,9200008083
7538,1177707_578008,9200008124,#REF!
7539,1177707_578831,9200008125,#REF!
7540,1188648_596917,9200008126,9200008126
7541,1178969_659903,9200008129,9200008129
7542,1178969_659896,9200008128,9200008128
7543,1178969_579969,9200008127,9200008127
7544,1224379_640589,9200008130,9200008130
7545,1183175_659897,9200008272,9200008272
7546,1180227_661939,9200008268,9200008268
7547,1180227_661934,9200008266,9200008266
7548,1180227_661936,9200008267,9200008267
7549,1180227_661943,9200008269,9200008269
7550,1180227_661950,9200008271,9200008271
7551,1180227_661945,9200008270,9200008270
7552,1191252_662240,9200008273,9200008273
7553,1188402,9200003509,9200003509
7554,1224768,9200006443,PFC
7555,1179382_580653,9200001161,9200001161
7556,1179802_581751,9200001162,9200001162
7557,1216556_630446,9200005637,9200005637
7558,1216556_630447,9200005638,9200005638
7559,1220101_635017,9200005648,9200005648
7560,1220101_635018,9200005649,9200005649
7561,1220101_635019,9200005650,9200005650
7562,1219600_635416,9200006230,9200006230
7563,1219600_635417,9200006231,9200006231
7564,1219600_635014,9200006228,9200006228
7565,1219600_635015,9200006229,9200006229
7566,1220098_635234,9200006232,9200006232
7567,1220257_635163,9200006234,9200006234
7568,1220257_635165,9200006235,9200006235
7569,1220257_635167,9200006236,9200006236
7570,1220257_635170,9200006237,9200006237
7571,1220257_635186,9200006238,9200006238
7572,546420_630341,9200006248,9200006248
7573,546420_630342,9200006249,9200006249
7574,546420_630343,9200006250,9200006250
7575,546420_630344,9200006251,9200006251
7576,546420_630345,9200006252,9200006252
7577,546420_630354,9200006253,9200006253
7578,546420_630495,9200006254,9200006254
7579,546420_630496,9200006255,9200006255
7580,546420_630497,9200006256,9200006256
7581,546420_630498,9200006257,9200006257
7582,546420_630499,9200006258,9200006258
7583,1220098_637516,9200006233,9200006233
7584,1234647,9200008360,9200008360
7585,1236857,9200008361,9200008361
7586,1178004_602379,9200004595,Advance
7587,1178004_578486,9200007188,Advance
7588,1178004_579828,9200007189,Advance
7589,1178004_628336,9200007889,Advance
7590,1234579,9200008365,9200008365
7591,1235118,9200008367,9200008367
7592,1235801,9200008368,9200008368
7593,1238088,9200008370,9200008370
7594,1238111,9200008371,9200008371
7595,1238001,9200008369,9200008369
7596,1235117,9200008366,9200008366
7597,1217145,9200008364,9200008364
7598,1190512,9200008373,9200008373
7599,1237704,9200008386,9200008386
7600,1233234,9200008374,9200008374
7601,1238082,9200008387,Advance
7602,1238991,9200008388,9200008388
7603,1239296,9200008391,9200008391
7604,1239262,9200008389,9200008389
7605,1239289,9200008390,9200008390
7606,1233439_662239,9200008377,9200008377
7607,1233439_662237,9200008376,9200008376
7608,1233439_662226,9200008375,9200008375
7609,1236138_662533,9200008384,9200008384
7610,1236138_662536,9200008385,9200008385
7611,1235913_660823,9200008380,9200008380
7612,1235913_661655,9200008382,9200008382
7613,1235913_661661,9200008383,9200008383
7614,1235913_660825,9200008381,9200008381
7615,1234257_659850,9200008379,9200008379
7616,1234257_659844,9200008378,9200008378
7617,1229662,9200007419,Advance
7618,1180065,9200001276,#REF!
7619,1224365,9200006784,9200006784
7620,1224457,9200006785,9200006785
7621,1224459,9200007043,9200007043
7622,1224458,9200007042,9200007042
7623,1238085,9200008392,9200008392
7624,1239547,9200008394,Advance
7625,1212002_624885,9200008393,9200008393
7626,1190984,9200004202,Advance
7627,1192183,9200004551,9200004551
7628,1190789,9200004080,9200004080
7629,1224395,9200008395,PFC
7630,1238110,9200008399,9200008399
7631,1239041,9200008400,9200008400
7632,1239298,9200008401,9200008401
7633,1239640,9200008406,9200008406
7634,1235796,9200008396,9200008396
7635,1239549,9200008404,9200008404
7636,1237369,9200008397,9200008397
7637,1238086,9200008398,9200008398
7638,1239639,9200008405,9200008405
7639,1239305,9200008402,9200008402
7640,1239533,9200008403,9200008403
7641,1213931,9200008407,9200008407
7642,1180293,9200000796,9200000796
7643,1184063,9200002247,9200002247
7644,1185630,9200002692,Advance
7645,1216202,9200005199,9200005199
7646,1213920,9200005045,9200005045
7647,1216374,9200005244,9200005244
7648,1230205,9200007605,9200007605
7649,1189893,9200008408,9200008408
7650,1239294,9200008414,9200008414
7651,1238982,9200008411,9200008411
7652,1240022,9200008421,9200008421
7653,1239546,9200008416,9200008416
7654,1239667,9200008418,9200008418
7655,1240103,9200008425,9200008425
7656,1239483,9200008415,9200008415
7657,1240100,9200008424,9200008424
7658,1239786,9200008419,9200008419
7659,1239043,9200008413,9200008413
7660,1239641,9200008417,9200008417
7661,1240024,9200008422,9200008422
7662,1234716,9200008409,Advance
7663,1238983,9200008412,9200008412
7664,1240515,9200008426,9200008426
7665,1240099,9200008423,9200008423
7666,1239793,9200008420,9200008420
7667,1238198,9200008410,9200008410
7668,1178135_578558,9200008428,9200008428
7669,1224457_665841,9200008431,9200008431
7670,1224457_640828,9200008429,9200008429
7671,1224457_640997,9200008430,#REF!
7672,1168342_564080,9200008440,9200008440
7673,1168342_586234,9200008427,9200008427
7674,1240059,9200008435,9200008435
7675,1239651,9200008434,9200008434
7676,1239548,9200008433,9200008433
7677,1240090,9200008436,9200008436
7678,1238115,9200008432,9200008432
7679,1240104,9200008437,9200008437
7680,1240520,9200008438,9200008438
7681,1240747,9200008439,9200008439
7682,1178256,9200000834,9200000834
7683,1217081,9200005748,9200005748
7684,1188440,9200003338,Advance
7685,1235440,9200008120,9200008120
7686,1235540,9200008121,9200008121
7687,1234890,9200008113,9200008113
7688,1234574,9200008109,9200008109
7689,1179804,9200008265,9200008265
7690,1240058,9200008447,Advance
7691,1240893,9200008448,9200008448
7692,1239677,9200008445,9200008445
7693,1236877,9200008441,9200008441
7694,1239680,9200008446,9200008446
7695,1238982_665822,9200008442,9200008442
7696,1238982_665827,9200008443,9200008443
7697,1238982_665839,9200008444,9200008444
7698,1239552,9200008453,9200008453
7699,1236874,9200008449,9200008449
7700,1241415,9200008465,9200008465
7701,1241155,9200008456,9200008456
7702,1242790,9200008469,9200008469
7703,1241158,9200008457,9200008457
7704,1241404,9200008461,9200008461
7705,1239261,9200008451,9200008451
7706,1239297,9200008452,9200008452
7707,1241174,9200008460,9200008460
7708,1241170,9200008458,9200008458
7709,1241173,9200008459,9200008459
7710,1241409,9200008464,9200008464
7711,1239675,9200008454,9200008454
7712,1241487,9200008467,9200008467
7713,1241405,9200008462,9200008462
7714,1241437,9200008466,9200008466
7715,1241407,9200008463,9200008463
7716,1242784,9200008468,9200008468
7717,1240894,9200008455,9200008455
7718,1239248,9200008450,9200008450
7719,1185632,9200002678,9200002678
7720,1188412,9200008485,9200008485
7721,1194226,9200008488,9200008488
7722,1241413,9200008515,9200008515
7723,1240102,9200008496,9200008496
7724,1237528,9200008493,9200008493
7725,1234893,9200008492,9200008492
7726,1241052,9200008500,9200008500
7727,1241137,9200008503,9200008503
7728,1241406,9200008513,9200008513
7729,1240101,9200008495,9200008495
7730,1241141,9200008507,PFC
7731,1243043,9200008520,9200008520
7732,1241043,9200008499,9200008499
7733,1240895,9200008497,9200008497
7734,1241139,9200008505,9200008505
7735,1242885,9200008518,9200008518
7736,1241020,9200008498,9200008498
7737,1241178,9200008511,9200008511
7738,1241438,9200008517,9200008517
7739,1241417,9200008516,9200008516
7740,1232442,9200008491,9200008491
7741,1241410,9200008514,9200008514
7742,1241156,9200008509,9200008509
7743,1243036,9200008519,9200008519
7744,1241140,9200008506,9200008506
7745,1241145,9200008508,9200008508
7746,1241138,9200008504,9200008504
7747,1241136,9200008502,9200008502
7748,1239788,9200008494,9200008494
7749,1241053,9200008501,9200008501
7750,1241159,9200008510,9200008510
7751,1243045,9200008521,9200008521
7752,1241179,9200008512,9200008512
7753,1220271_635171,9200008490,9200008490
7754,1189514_598596,9200008486,9200008486
7755,1189514_598597,9200008487,9200008487
7756,1177645_589170,9200008471,9200008471
7757,1181484_596883,9200008475,PFC
7758,1181484_595884,9200008473,PFC
7759,1181484_654543,9200008480,PFC
7760,1181484_654567,9200008481,PFC
7761,1181484_595916,9200008474,PFC
7762,1181484_654573,9200008482,PFC
7763,1181484_654532,9200008476,PFC
7764,1181484_654540,9200008479,PFC
7765,1181484_654535,9200008478,PFC
7766,1181484_654534,9200008477,PFC
7767,1175004_574787,9200008470,9200008470
7768,1179888_581641,9200008472,9200008472
7769,1216769_666801,9200008489,9200008489
